created_at,address,gitcoin_stamps
2022-10-18 08:40:25.418917+00,0xa181a3c3460ad5a2650f380352e3e68111e3d60e,"{""Ens"": ""v0.0.0:Cg2sm1JoYUbVjF5F/An7JkMCGNs7yhuH0eP294XCC6w="", ""NFT"": ""v0.0.0:B+m1ryYxlSHi06ElNNanGrHiM/5MC71GVn+v8Co0KNM="", ""POAP"": ""v0.0.0:910c9dcW7yo9DrJW3rw0LPJv/yODQJXAQNpO5pPBygA="", ""Github"": ""v0.0.0:Lvkt+1WUay1mGOMu5qTWdsTHATDZ0iOS994UTUAQs5Q="", ""Google"": ""v0.0.0:5KL6XwOFbDi47LJtOv3euBaCTPywZ7oLncuqinTEJTs="", ""ZkSync"": ""v0.0.0:zDMFqnVFiNENqlMJ6NX3L0wqq2WGcYt2uuuZe5WGzL0="", ""Discord"": ""v0.0.0:iyB4moos6uTXUUaExsNHzvebXrUGiffb9TajyqFnyBQ="", ""Twitter"": ""v0.0.0:YicGODPF2zlTPrPOiWJPiQrN/BO8jJsQ3gWQne5VIBs="", ""Brightid"": ""v0.0.0:M8h8Cpk292aI1XNExErzwOPQQswTV8fDUpWMsP5DdK4="", ""Linkedin"": ""v0.0.0:Qfhi66RZWW3r+xfws6QSkCySA4HM/je5QQIdosm3ORA="", ""GnosisSafe"": ""v0.0.0:2N1Du3HrakfSQwSzXqcZsaB/yIM0AS+BtrWwgQq/3SQ="", ""TwitterTweetGT10"": ""v0.0.0:IKOpHgtZNJ8KjHTKHLS1UkS8YKZzJ8MWvpHgbKx53QU="", ""FirstEthTxnProvider"": ""v0.0.0:geURJjb5Uin8BbXfjXLif28TwnGxcCXU49fH3dUfir4="", ""ethPossessionsGte#1"": ""v0.0.0:SVXynuvsk+Mm64Zid9mAmDUDIn87abtVD/UFDwaqHsI="", ""EthGTEOneTxnProvider"": ""v0.0.0:b6UX/SD/yJm89ndXkdRECvNNCK50U1lC2kGwPGVwwow="", ""TwitterFollowerGT100"": ""v0.0.0:0pk745htox0++m5MhuAMnUG079ILn74QiBbuFCGHjX0="", ""SnapshotVotesProvider"": ""v0.0.0:V2Vpo50GYcDWSuDFEhu4pTVIbOJ9EwKeOAu7/zMHtJM=""}"
2022-10-18 08:40:30.133617+00,0x803b8048a0486664339724c221978662dc2056c6,"{""Github"": ""v0.0.0:Kiyy4OZ8mrHZd6izLaIycCYvCEwf8RXUM50ZWynC0R8="", ""Google"": ""v0.0.0:6+faDxjlsn8MVvg9R4zauHcFdw/NhSxqCFO8uqTNeyU="", ""ZkSync"": ""v0.0.0:7KeRhLO4pqUa5VV8xeSOJEwws6J6jIIEto2cIx5q8bY="", ""Discord"": ""v0.0.0:WsgF7Wy1808oiEdtNuDZguGHjKHYa1++EeKbCnMiDpk="", ""Twitter"": ""v0.0.0:EmoVW0oVfwE8CrJ65GCO1Ct82K1yW3XV9arvIGb+M/s="", ""FirstEthTxnProvider"": ""v0.0.0:x6c/ATdYWEyJzAOfl01RHy7Oh5AjG3JtQkmmw7OacqE="", ""EthGTEOneTxnProvider"": ""v0.0.0:2Tw4RpVZg5aNeylHPQlmN2Pw+CpJYlVHynl30/7hKoI="", ""GitcoinContributorStatistics#numGrantsContributeToGte#1"": ""v0.0.0:SpEdpaUc5bIs7B1hGFmggD8AwQB51YollLnrMG/DRjc="", ""GitcoinContributorStatistics#numRoundsContributedToGte#1"": ""v0.0.0:ogpGlXSamn3u8KkQdDPbwc+rxHZw6EujpvytHAAsyCQ=""}"
2022-10-18 08:40:32.644896+00,0xdc69e38d2098cce95c040b79d99e266b270111bf,{}
2022-10-18 08:40:36.574981+00,0x73359777ac860f9b07d3e082ba349ca39c50f3bb,"{""Ens"": ""v0.0.0:awOEMPyMstM48cwJsvqmGR0t90D5SEClXbi+9xGKHpc="", ""NFT"": ""v0.0.0:Vp+3V1oVIDYGk519M/0f9bMweQCviLEpCGYRMsRuKrU="", ""Github"": ""v0.0.0:87uXxUlPL3AeowxktrTcUWQUh5H1v1HIkKhvumcaYvo="", ""Google"": ""v0.0.0:8BC7xVLtWqppbeDqAlQZBbX91pk5aJdhcK1av6Ty93w="", ""Discord"": ""v0.0.0:wONM80kF8ISoQMldQXafsVShqYe/4JpjNDNu2n0sPQw="", ""Twitter"": ""v0.0.0:JfuxCbZHcFuhF2dCwEU35eWb/Ys801OS7y6tZYV4CtQ="", ""FirstEthTxnProvider"": ""v0.0.0:DI9NIxXaxPkwlVJED9MvksbXyZDI0aVpuDxE3h493n0="", ""EthGTEOneTxnProvider"": ""v0.0.0:H+f7iqPO2UePd8o41IZDV0NPWl8calJAMccsrPZKXWc=""}"
2022-10-18 08:40:39.005451+00,0x1288eb6e4ff3e5db66f70ac19bf0517a603f15cb,{}
2022-10-18 08:40:42.920086+00,0x5e26729061741b544fb1bf1d99083e19158479be,"{""Google"": ""v0.0.0:XGQHEQpMkhFfJdt/CAN/J2wALq05m/SgHdohH3nxYLw="", ""Discord"": ""v0.0.0:I5SpjWdv74ZorhoUzRWO6oOLIsaqGosiHaBSivgCCoY="", ""Twitter"": ""v0.0.0:97gsAhI/JkAm6oLHPs5lZEov/M1ksjz7dQJNv3iOMIM="", ""Facebook"": ""v0.0.0:gwTeOuJ1NWJNDhu93c/1Wee33uWx0FUlGMSOcV7btPk="", ""TwitterTweetGT10"": ""v0.0.0:vkHmP9gLTd5R/ZB7J7eT6uU4FqjrqxMAKbFX6vqf6dQ="", ""FirstEthTxnProvider"": ""v0.0.0:X7+VqPzopCi3qy8RFKBUzWbgUbZad1Eop5M5JiPt2iQ="", ""EthGTEOneTxnProvider"": ""v0.0.0:F98c1Z60tvTgd4LBugIZ3olBZV9lozJfPQSFTRrn1N4="", ""FacebookProfilePicture"": ""v0.0.0:DCYTYz+Nc/ygyepK0dxzcTBTumbsVLodjRS/xRq8BFw=""}"
2022-10-18 08:40:45.11039+00,0x9cbc8c9d9de89c4f2ada88303a690642345fd7ee,"{""POAP"": ""v0.0.0:BkN+f6j6uK7uWFhscxD2n36zlQOo3EUw1q8spEQ/cD0="", ""Google"": ""v0.0.0:3lgLkuQbYVoeofl6giS0/QekoTeGMcLD/3Ns2d18OdU="", ""Discord"": ""v0.0.0:6zrcYte24hVQBOhckVxy3Le3y18m9TLxm44mCxAuHcg="", ""Twitter"": ""v0.0.0:9jys7XDzEnXThHippfH7NvbWtJt1724kNN62RKuqL9w=""}"
2022-10-18 08:40:47.588382+00,0x666cd4dab55015a47cf8625d7aa9551c68de4b96,{}
2022-10-18 08:40:49.158447+00,0x3f4c0c96037976df2f7a5c287087c9800a658f8a,"{""Ens"": ""v0.0.0:BQ4PK0CDlQFg6XuaOAVj2J4Sn5RDobjtOzmyz8KoijM="", ""ZkSync"": ""v0.0.0:6U5RpYqNCTfsgSttDyGyIwmpSUZyNzJ5RINeE2T3I2Q="", ""Discord"": ""v0.0.0:h7Qt0RtS90jt97+i5Guj8OwwWdOk5FlXiPFBK68wABw="", ""GnosisSafe"": ""v0.0.0:asYrlFCHVV+9XUzRycr/n8p3DUwGDgYSN+6/loULEzQ="", ""FirstEthTxnProvider"": ""v0.0.0:pWySgywnwmYp63sVjoZh/Vr3BsKw32kE31up8XNOQs8="", ""EthGTEOneTxnProvider"": ""v0.0.0:P8Im5zJ45IO8VDHKr1m5zaMKrE6f7L+5RziB5Y05JUk=""}"
2022-10-18 08:40:51.295013+00,0xf0b481823ce1fd808f2196a2af17239f0f458b25,"{""POAP"": ""v0.0.0:6W3yVMzUMPfPgYfxOsgyNiMy1f37tqdrg3ldJebLwJw="", ""Github"": ""v0.0.0:AIX3a8E4ihfoGvJ7TLnvPt18CjHQ0C4uz03V0PJhNMs="", ""Google"": ""v0.0.0:+ZLowqNgiaqhBMHfDILLVjULisD473g7eb1dVaMgPzk="", ""Discord"": ""v0.0.0:SKKX5YwvciPhlobt5LN9HTuQjQ5iQTLIRpbRGL3NDrA="", ""Twitter"": ""v0.0.0:mj4XKdi58Od0rnOG3jaCAwZmBC4VzsVC6OgozBeLa4M="", ""Brightid"": ""v0.0.0:TRbcZiaI38PdEQrXB+HboYojGyiZxC2eLki1I/M1m+I="", ""Facebook"": ""v0.0.0:lzAue3LnEIBKZbRK+sLe81yixZ/NaS188YfzcJsPTo4="", ""Linkedin"": ""v0.0.0:Or8pPfVK/gYK10UKoizrVXqXjNsY8MZm6Ra9Q4Ipm/s="", ""TwitterTweetGT10"": ""v0.0.0:oBSb3v9wGiehD/eyJMWMqh8LpmzNR2dAe8EYVN2yQV4="", ""TwitterFollowerGT100"": ""v0.0.0:0WTK7MYh21lLm8d9KGBu2TIR3msH8bPIRdhlY2yVA70="", ""FacebookProfilePicture"": ""v0.0.0:7C7d8SNeU00mCEOUflnnb/wD2W4/ZGoqpp3SfTaIJZM="", ""TenOrMoreGithubFollowers"": ""v0.0.0:GIeTs9mYaxbhILy5ELbIs9PbC9iiht67B7SyoOWIkHg="", ""FiftyOrMoreGithubFollowers"": ""v0.0.0:bnXgRxO0GkCmvZuv2jvmuXt6byvWlruk6uEa7hUE4co=""}"
2022-10-18 08:40:54.555732+00,0x3db5868b2edbcf75246691599b0441b0b65ec1a2,{}
2022-10-18 08:40:58.399973+00,0x11191da3c84822c947e9deefe40ace2fa403a873,{}
2022-10-18 08:41:00.06379+00,0x7798917e34ccd2cb959032dd3afc33b912c64859,{}
2022-10-18 08:41:04.036626+00,0xf8570c590f27ca72759b1d5c838031127c57624e,"{""Github"": ""v0.0.0:CGK1k9vybyFwsrSVvuAH4XtLmKr/Ak95ukhI3C0yEKc=""}"
2022-10-18 08:41:06.150313+00,0xb1e096959ab669b01294dc3314f7bb1a414bcdac,{}
2022-10-18 08:41:11.69559+00,0x458090a7d71d947629b717c296e18c0e75b83e0c,{}
2022-10-18 08:41:15.569877+00,0xc29fc038cd055842d466281f609c319bde595017,"{""POAP"": ""v0.0.0:UI43heK+PU1Mc2AOVPLku3YvYZz3AAjXsFmym/2gMrE="", ""Github"": ""v0.0.0:YugUOXwQ2RA/X7FVASYtosphC7EY7iHKf/r80Wc94yA="", ""FirstEthTxnProvider"": ""v0.0.0:k7zIqQsJhfRP4CGABbmRzapZ1t34a3j5kl/sTwisbHo="", ""ethPossessionsGte#1"": ""v0.0.0:u9puc4XVf2N0uYIrgVJ+Pgh7sIYjyUY2tyd1eHep1vI="", ""EthGTEOneTxnProvider"": ""v0.0.0:StNTrcCSnLaGSg8+q8yearzZGJL7TDfJXBzQAGD/VvM="", ""ethPossessionsGte#10"": ""v0.0.0:li4syU3PFg/IOvLNAsdOm2D2GQP/eJjvrDlEhGBGbc4="", ""ethPossessionsGte#32"": ""v0.0.0:cHmhsdMtYPKv7ADXfKvAsKf3Ptw3YlDWjABP2dNJwrE="", ""GitcoinContributorStatistics#numGrantsContributeToGte#1"": ""v0.0.0:r6GXT4m7uoIAGd/YWqb1WuUH6DAcunJWevsmvEtDwEM=""}"
2022-10-18 08:41:17.949012+00,0xb2c659c4b388e0840f581b1c21f5ca4f9f823d46,"{""POAP"": ""v0.0.0:crsCF0VFShQEEzt+P7irxe669d34rp5vgtr3EmhxzPg="", ""Github"": ""v0.0.0:DEt+KifW+nPEhks7WOtgjn0wPhpDYk0UvDH32lni+30="", ""Discord"": ""v0.0.0:/tMwxllHU6710tXgDDcArr6CV/9nQzKh5VC+zXg7NZo="", ""Twitter"": ""v0.0.0:hDK6VntoS6x+IC968xS22ybfHb46yRkEMVyLjVd2/DE="", ""Facebook"": ""v0.0.0:e6izSVKnz4Hc7b4fnYW5lSFA4xoSskhvDGthur3IpRs=""}"
2022-10-18 08:41:20.227587+00,0xc5bd000bf7d20bbd3a797e40dccadea20ed868a0,{}
2022-10-18 08:41:24.090404+00,0xce07f17b150e986b605f426938d07204179be16f,"{""Ens"": ""v0.0.0:gwwtyi+RbxEZGgQmFHFfwQIPRZAhPkFmWMQKv4MrfnE="", ""Github"": ""v0.0.0:YTzwBiepnyfZy60lruJluuDlJ5kruf0ppDdd4zKaWxw="", ""Google"": ""v0.0.0:yqZ4w2qvUFT3woPBtck95oqih4g7P/9LjK6jyWwgeXc="", ""Twitter"": ""v0.0.0:90DDbBttCU0jsI5YOwtvhmUimQGNA2j0Gv1hhTHBK88="", ""FirstEthTxnProvider"": ""v0.0.0:DQKiJwcDK0qyb4L8LhokYX1aX/rP6vqSGoEOl/GKfMM="", ""EthGTEOneTxnProvider"": ""v0.0.0:qfPFHo5z3TWU/oXcTr86TcaK5ryshKHwhtzAWoY4f+Q=""}"
2022-10-18 08:41:26.272933+00,0x0f01a0c3f5255745f31a7fbd555ec6461f405287,"{""POAP"": ""v0.0.0:EDuBqnWsvIkiSmS+KqoTjuXhcsbL54KiXxwDFA56J98="", ""Github"": ""v0.0.0:VET/pWBI1xHVkDIXWsefkZW4VLXw22iaSBKIksbz+fw="", ""Google"": ""v0.0.0:LRjKYRsBq5JJk8wBhs6nzeDXr9zjgm8I5TwiUUL1+lQ="", ""Twitter"": ""v0.0.0:nWqYABwrPixZJl4vld6Qp/+LosF3SYUvNQErQBf6BAM="", ""Linkedin"": ""v0.0.0:sIukOcE4S5yBWEELxcHDnL6/Q7Q8A7IM7yxXjvPe9mo="", ""TwitterTweetGT10"": ""v0.0.0:h/XhJ6NyxP0ty6AT/NyVsuGyJO5LUsV/CSSl+gI22ZA="", ""FirstEthTxnProvider"": ""v0.0.0:xeNgewbD8sb9RLB364HuHdQrtNWGGgi+QVR2qjD+ATM="", ""EthGTEOneTxnProvider"": ""v0.0.0:skquOtdQPhaIwk/YCi1pUSnag+R0Sp6yEcDtjCKVcAc="", ""TwitterFollowerGT100"": ""v0.0.0:/kohzj1kXmfWspaIIEhAGGqzZJQmV9bhmhWWSAnYFRc="", ""TwitterFollowerGT500"": ""v0.0.0:FpLrJwCX40TJTtX/sOTgvw6lWt6iTx1yP/FRPyhCAF8="", ""FiveOrMoreGithubRepos"": ""v0.0.0:JzkJIOHbCZpFfAPqFk0UxlKIDbyb8ruIO0mH/K0F4lo="", ""TwitterFollowerGTE1000"": ""v0.0.0:yvBxGnLQ9meEALGMHnjZ1r6c1lezslpvM2wEwf3gfMo="", ""ForkedGithubRepoProvider"": ""v0.0.0:+CGaDtxyEZEp1pFSQJgk/d3ZbYQTjCdG84RhMB3sYlU="", ""TenOrMoreGithubFollowers"": ""v0.0.0:uk6H7818hSsTtCmMErqhcni3xls0hm3mFIPStrKWq8o="", ""StarredGithubRepoProvider"": ""v0.0.0:4AU0qP2mQ9xPm2TV0a0/bwWdYhvU9YeAQbe+3h3U3T0=""}"
2022-10-18 08:41:29.587716+00,0x08980f8b217a9e69b878495a65f3443477bd729e,{}
2022-10-18 08:41:33.9834+00,0x5c41d5ef00014f96d19ed56a72b96cbdbc1fe27f,"{""Ens"": ""v0.0.0:b5NPPvsoCS6YbvxpWFrHhny9W++n/Mozx8nE36ZFT2g="", ""Github"": ""v0.0.0:i+9rM/dmUHWDfFAeepex3T3ijkPlp3Nkp3LIsnvPuO8="", ""Google"": ""v0.0.0:DIJcKKH41uY2g1rwlh+Y/WHLp3R5ZhFB+gpITYTSUBc="", ""Twitter"": ""v0.0.0:jjf5/o5pZSLoi1+JMdJUok0hyd9aCqk0SZZJZelv9/U="", ""FirstEthTxnProvider"": ""v0.0.0:8gSE00mDXPV3sj5EO0DgH1mMa6adYCUjx5QuMD2ea+U="", ""EthGTEOneTxnProvider"": ""v0.0.0:BTouquPNiDPMAs4JJJErbMP6KJ6N/eZbFMJ4VxNAruA=""}"
2022-10-18 08:41:36.411617+00,0xd2c459786d93b9e238ac9b8c846b20e5afe6a689,"{""Ens"": ""v0.0.0:xe36rU4a7T/i1iuscCJAmR1gitctQxDMnnQ0YbgqZIY="", ""Github"": ""v0.0.0:KIej8xM0h5TmdKQe1SD9hblPkF4pwAJ4KLs9dJBWjps="", ""Google"": ""v0.0.0:4iTk5K6DOcVK6WQXof6VrnOP/MP1tevgtidQQDYzuSU="", ""Twitter"": ""v0.0.0:cFSbhesUf60SBXo3taw2bO0E1htoAj/xr+wddB5rHDQ="", ""FirstEthTxnProvider"": ""v0.0.0:pksgQ6xUxgzlFOW9z/RDgBNjsL69Mdx0u/X4XNVfzck="", ""EthGTEOneTxnProvider"": ""v0.0.0:am3A/EDsbclTbzWzb/jkB2ZoVCGm6wYPpSdU8+zcwmc=""}"
2022-10-18 08:41:38.977353+00,0x72c32439f4b33f5b305f73191d38163a9b4a3ac5,{}
2022-10-18 08:41:42.948294+00,0x7837a03aae7afb76539506388ca1cddc797a1abb,{}
2022-10-18 08:41:47.96476+00,0xcfc05086654956d45f5208c07340e2074f72e108,{}
2022-10-18 08:41:51.903358+00,0x8df265432bc9eb538cbdf7ede165847dc84ebf8e,{}
2022-10-18 08:41:55.821512+00,0xc000ab3e746e69f417698cb60dc1b20dd5f8f62a,"{""Ens"": ""v0.0.0:Dp+LapHSCTh6XjCRrQlX/hlws68OT3hVmU1UviFO7mA="", ""Github"": ""v0.0.0:741aXe5CX2nPDssfTAwUxmCmbS0EsWmNy38WTJUw758="", ""Twitter"": ""v0.0.0:GAN7tCBwcsOXBJjDNgktHq9C/gSd1pcCKMFBcmf+GGY=""}"
2022-10-18 08:42:01.37047+00,0x79f820bd5362951031fb694503bf1d649e49f40f,{}
2022-10-18 08:42:05.222749+00,0xe3407a985f9d8e9a43c8a6a6a4a99072d0ae4b7b,{}
2022-10-18 08:42:09.649238+00,0x36c5cbbb2a27d443456a9d8094f5982d83ca01bd,{}
2022-10-18 08:42:13.766733+00,0x9931cbfaa29e4f71a45b14136335f6973151111e,{}
2022-10-18 08:42:18.303916+00,0x0ba8d3c92217d22b15b9f90410dd3848a02a3113,{}
2022-10-18 08:42:22.276533+00,0x5ef302b398e1ba6c43b04b64de0f971c18846eb5,{}
2022-10-18 08:42:26.453825+00,0xfc33a8c6aae278ce805902e67a1b9747bc12db03,{}
2022-10-18 08:42:27.551068+00,0xde216c2c7d502c58a3c45566f2712796777718d1,{}
2022-10-18 08:42:32.061759+00,0x15c3d6298743e3115df3794f6da20ec4079d1eee,"{""ZkSync"": ""v0.0.0:MLi26KkY6I4BK0PK/jQc4u+Okk5rR1ddawANmpEBSR4="", ""Discord"": ""v0.0.0:E4/oL/y1uA8RUi+7T/8IEm8j7KIQyBkEMk5YuN853Fw="", ""Linkedin"": ""v0.0.0:SXBpw2Dwap+QvddT9A2pLOJ1kKxN2clwjf/oQUMlGIo="", ""FirstEthTxnProvider"": ""v0.0.0:2ddjH1wd3UCLMkFsgPowGtVtPFq5ocQViPdhb5Nnn0I="", ""EthGTEOneTxnProvider"": ""v0.0.0:j/uMVIXwJTAH8+9bzLxcWgSGIWhEb5fkdg8dPoHjQHI="", ""SnapshotVotesProvider"": ""v0.0.0:Cof8aADcdGwlx/zuFb4aKbWRwBJBJkZGbTryoQRr0hI=""}"
2022-10-18 08:42:34.222922+00,0xfdbc78981b1c4228773eca347909ffa3c8118125,"{""POAP"": ""v0.0.0:P1kHQd13lPsgzUSSkhqeeNRF0UVPUMdDyrwXGeRLMds="", ""Github"": ""v0.0.0:+0G4sVw0JpntCr+d+nnb5v5AYBF+rEqxLjGZz7uSfUY="", ""Google"": ""v0.0.0:K8zkl5m7ELfiMTE54aWVyLUqvLip7c8rZoqUT/s0r2s="", ""ZkSync"": ""v0.0.0:f0y4EUVQeBnXY+1KbJYmT7AiWnCeSsHp5ePUPl8zofw="", ""Discord"": ""v0.0.0:9eM9/PgcpssbVb+Lph45Iq3EmZbfm4gzWUSrlkq8gS0="", ""Twitter"": ""v0.0.0:NrF7drrXTocCtl78KqT9MFcb9FpQZAP1U31ujTQ4Vjg="", ""Brightid"": ""v0.0.0:adU78XU5mUXWRIXXCyJ1TotKOOERpUWrLSNsTSR5t0A="", ""TwitterTweetGT10"": ""v0.0.0:hg4I9bAEmGxrhP3UUUmxxVgitF3H/fPguGyEq4qgxkQ="", ""TwitterFollowerGT100"": ""v0.0.0:9vUiw2WvjgV5U4lbAXBHnkmdOkMdZZv0ITlkRQhF+Yc="", ""TwitterFollowerGT500"": ""v0.0.0:gKT9QZom/z4jGJb+MMi+R5AK95dwzH07jeiebFwIV8I=""}"
2022-10-18 08:42:37.275159+00,0x566e3171b980dcd041ec0696e10c73fef191dcfd,"{""Ens"": ""v0.0.0:rJyeAiJRS5ptyotGpQXAGG2OyqmeM/C4cAFoesBei3M="", ""NFT"": ""v0.0.0:mRl9kmbjQLFDzTaASNtGx7dSZe2AAUT7DPG77cqQYrc="", ""POAP"": ""v0.0.0:8jw/SQNfLf2RkhV72K9ciqmaugNEUMyAdyiV15SbA9w="", ""Github"": ""v0.0.0:oQtJx81wBwYutId10aFNLtSdMzmIbljZnAjsdQDswqU="", ""Google"": ""v0.0.0:Q9Lan8HiRfRMgS4FXUCMOt/2UlUCmNC0im6tRVvRiSc="", ""ZkSync"": ""v0.0.0:1YsGpD/h3xt+Ro/dEbTJzIotX0qmI+Tb06+wLuapYfo="", ""Discord"": ""v0.0.0:o5WfExeJjPGbzKUHyEKmqXOgzm7w4uMYsFMd8bxqsOU="", ""Twitter"": ""v0.0.0:tZTu9wTjIccHC0Bf7FQoytREe7xIW4MNuqxM4zOL6pA="", ""Brightid"": ""v0.0.0:zj4WAhzPPwZTPo8JljDxaOXLkDjGCfIikhDJkWvnfx8="", ""Facebook"": ""v0.0.0:RCSrXZ2f0lCpVOiJJ8m0w1RLtVLN7GWkCwnEOTweFPM="", ""Linkedin"": ""v0.0.0:vExSYCiBisxJPd32YCSRW2xP0Gygr2ZQz4aD7zmYdwo="", ""GnosisSafe"": ""v0.0.0:B0NH03fZjDMCChnlFbuSFLhMpOkhnnXTtyM0KVdc26E="", ""TwitterTweetGT10"": ""v0.0.0:XpTBSlDGCOG5BTqkonenxfpLuImwSfZAqxMK33bXc7w="", ""SelfStakingBronze"": ""v0.0.0:Rg3UQw0MTGY+pBaDRQhi3UPRYp/sDBYC2rsCxIsoaGc="", ""FirstEthTxnProvider"": ""v0.0.0:SrOF5Y0SnyX14VV7PoN1uv7/gkPfMYAJKpu02DFySzM="", ""EthGTEOneTxnProvider"": ""v0.0.0:LYZw/G95jVTJzlWVL7+0M5Mstxjn000qEEQRl1iGK3A="", ""TwitterFollowerGT100"": ""v0.0.0:EUAMbtucVlJ5n76sP3rUUK7nuIiM43qM02LokOJGg98="", ""gtcPossessionsGte#10"": ""v0.0.0:mPXI3Xu8Tyt9siDhN00Usz//KEhJgL1w0jPjKYCOO7Q="", ""SnapshotVotesProvider"": ""v0.0.0:Dz/CwA2ap3fG/W7h4yByhRwzqfgrVgF8XviTos3dA08="", ""FacebookProfilePicture"": ""v0.0.0:8VHFtLpDBhcDdbYsYrRvpTXjcFyw01bATdGBkhKt1AI=""}"
2022-10-18 08:42:41.882389+00,0x358421d1477677e872a8fc8fb60d5e7369c115b8,{}
2022-10-18 08:42:46.017025+00,0x90d9d9d4169ef1206977c90f7d9ddb415bf3542e,"{""ZkSync"": ""v0.0.0:Q800xbUCzHVk3QbMGWpqek0sSsckjw0DC49/SeAIQV8="", ""Discord"": ""v0.0.0:rzHGd0MHPInTinQdfX9x/4cxxh7PxmPIwRFDBL8DfiE="", ""Twitter"": ""v0.0.0:70AYVZHbjSsnXlwZyMq1WY09wloYw9qNQE/Sj8CinJA=""}"
2022-10-18 08:42:49.715748+00,0x01f62aaab573774df981c72cf01c355e198da866,"{""Ens"": ""v0.0.0:NMCGTO09bJh8F2HKSHloopk1kJ78mzlOvGpwLKVxZlk="", ""Github"": ""v0.0.0:sfjILp8zJ7rvClPTV/ovFcldF9uwernPQubC57s7lxU="", ""Google"": ""v0.0.0:6eaCVlsv4hhlsbIzEINxPPrkNTvAINazCDKVMpAidfo="", ""Twitter"": ""v0.0.0:jvLClDahzsEEOzGCosnw6B9FEEDd4U7IMIo7abeapjA="", ""FirstEthTxnProvider"": ""v0.0.0:Lit7TIKZu4S42Tpdux7GpYRIIr0XYNJK21RoECyqLOc="", ""EthGTEOneTxnProvider"": ""v0.0.0:xkLZ0DieiflpJPEQhyFm5Gh0QqpYZIs3VZsnmfYCBU4=""}"
2022-10-18 08:42:52.156078+00,0xa75f6ed8b523a50c4dc0bb65ccaacfc784ffcbc4,{}
2022-10-18 08:42:56.02799+00,0xecaa4b11c74af7bb432d992d8461754151def4fc,{}
2022-10-18 08:42:59.931335+00,0x374e577ec6b79ea032abfb6f6f67a5efaa3b0806,{}
2022-10-18 08:43:03.790228+00,0xc2b35534e47cdf3d787e01630129631d8270abfb,"{""NFT"": ""v0.0.0:yaFkz/XsLkx/oTTNH7n0W2mk3mrRxlLa2IRj2R7VDlM="", ""Poh"": ""v0.0.0:HzWJDfBdw+LH8sReko1kzA6Wf/pbqdBU83EGaJZ1c1g="", ""POAP"": ""v0.0.0:EdeyvMb0VyVa5HA8f1iG7xDb4kVGOp7tn+aRpRx7q4I="", ""Github"": ""v0.0.0:YAkG0yEPDYxkG6AocaPWPp79mxsAQoJ/cebnSL7MF6Q="", ""ZkSync"": ""v0.0.0:i+wGBuNRaIg/90810+Gozlf7D/skfZ0iRDY7Wquvtps="", ""FirstEthTxnProvider"": ""v0.0.0:eybQqmB7Bpty64P1ZCNZTLGNYs/TqqpmbOHwUW64M8o="", ""ethPossessionsGte#1"": ""v0.0.0:N1wUbKdZGriss7fqbD6VuPcInfYg5OgI9Dpjvah/wIo="", ""EthGTEOneTxnProvider"": ""v0.0.0:rlkSmNO1NJE129yq8LiJbVkqEVRzqp2qAzES5CH/k2I="", ""ethPossessionsGte#10"": ""v0.0.0:kAUVw2ab1lRJ/Td9KG6hRTEh5roFnfeBBqi50CBNNFg="", ""ethPossessionsGte#32"": ""v0.0.0:257ayhWqYy8HXDiw1SdvPyB5YmMvhnyWZfBKJf4ITqs="", ""gtcPossessionsGte#10"": ""v0.0.0:LxVTrafht+my9+yRXNgnH9CCtTxknX0tOIvFVrCypxM="", ""FiveOrMoreGithubRepos"": ""v0.0.0:G0kaK2Y2FgKTp+f7QYGBWsNlGcknUhjRFpgEN2dxnxQ="", ""SnapshotVotesProvider"": ""v0.0.0:X2RB0GwiMwNpc934SFKixbadlWLjnETqToGj31JMJAs="", ""GitcoinContributorStatistics#numGrantsContributeToGte#1"": ""v0.0.0:6iyUiHDlQjNv/cMWDHyZ31stGQ2qMa+SJofG+0gPbzw="", ""GitcoinContributorStatistics#numRoundsContributedToGte#1"": ""v0.0.0:X8pLR/AEwMM5YWuv98UCelJLXZAfIy7W0Hb3dcuMXtk=""}"
2022-10-18 08:43:07.636871+00,0x01e340ba9d1ea0f8d7f3b9e07b2131eb7a9d0f3f,{}
2022-10-18 08:43:11.62015+00,0xad83880ad5fc9b3c5d0f134bdd4ecc32159a0155,"{""Ens"": ""v0.0.0:pm5bBvFG4E5ipK7IwKsZOmsRN0AaDM4YMVfK4+JFBVk="", ""Github"": ""v0.0.0:ysPp8AuLPwlPbSKA45g07fMMUZrhL/7JD/C/Ics4Y9o="", ""Discord"": ""v0.0.0:/S5fKnNCG/MAqaSs2axQtI/zunmSw757r6hMA4TvzvI="", ""Twitter"": ""v0.0.0:KuETDv6OZt88C8V3R0QE7/XlNT7EXCCRXsRrU6KONEU=""}"
